Hasil PISA 2015 Brazil dan Italia,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
NEGARA,KLMN,UMUR,PLING,PIBU,PBPK,PORTU,LUARJAM,MMAT,MBHS,MSNS,MOTIF,KOLAB,NILAIKOL,EMO,SOSEKO,MAT,BACA,SAINS
IDN,2,"16,17","1,2283",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,3631","527,843","540,567","588,386"
IDN,2,"16,17","-0,4358",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,1567","526,826","549,157","488,477"
IDN,1,"15,33","-0,5705",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,5511","526,757","457,51","505,293"
IDN,1,"16,17","0,4148",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0755","526,222","496,437","520,43"
IDN,2,"15,58","-0,2325",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9407","522,732","458,038","531,196"
IDN,1,"15,75","1,2283",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"0,1306","519,734","500,546","466,809"
IDN,1,"16,17","-1,361",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7472","519,235","509,391","445,909"
IDN,2,"15,58","-0,4375",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,933","518,868","484,371","483,37"
IDN,1,"15,75","0,6862",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"1,2421","518,201","504,586","486,894"
IDN,2,"15,58","0,2701",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4095",515.7NA,"507,916","524,441"
IDN,2,"15,5","0,5299",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4943","515,106","493,665","506,601"
IDN,1,"15,33","-0,7111",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9622","514,557","556,637","550,601"
IDN,2,"15,25","0,0724",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4589","510,177","396,901","500,777"
IDN,2,"16,08","1,2318",6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,6087","507,754","513,212",526
IDN,1,"15,33","-1,2324",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,0713","507,637","441,962","473,175"
IDN,2,"15,58","0,7408",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,3683","507,227","479,382","461,534"
IDN,1,"15,5","0,6187",4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"-0,8749","506,733","472,254","446,459"
IDN,1,"15,75","1,6265",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7414","506,588","504,64","492,949"
IDN,2,"15,25","-0,6677",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,2453","506,399","493,842","440,339"
IDN,1,"15,33","-1,2375",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4279","505,702","401,047","472,513"
IDN,2,"15,67","-0,0665",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,3859","504,078","442,045","496,303"
IDN,1,"15,42","-0,5705",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,8942","504,018","472,043","512,864"
IDN,1,"16,08","-0,4725",4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"0,5457","503,652","502,168","484,996"
IDN,1,"15,75","0,2258",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4935","502,403","519,966","518,968"
IDN,1,16,-0.2NA1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,6778","502,236","540,549","499,273"
IDN,1,"15,67","0,0137",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1492",502.1NA,"518,273","530,689"
IDN,2,"15,25","-0,2342",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,2373","501,74","465,545","522,411"
IDN,1,"16,17","0,7429",0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8314","501,3","506,728","475,639"
IDN,1,"15,5","-0,5348",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4565","500,806","481,783","499,301"
IDN,2,"16,08","-0,04",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,6813","498,103","520,737","504,809"
IDN,2,16,"0,1187",4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0.72NA,4NA.982,"450,047","449,272"
IDN,2,16,"0,3708",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7462",4NA.2NA,"551,99","543,943"
IDN,1,"16,17","-0,1826",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,1422","496,884","403,64",471.NA5
IDN,2,"15,58","-0,2325",5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,2703","495,218","387,985","444,722"
IDN,2,"15,5","-0,6311",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8435","495,066","486,602","454,749"
IDN,1,"15,83","0,808",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0309","493,835",5NA.6,"464,947"
IDN,2,16,"-0,1306",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9671","493,786","478,645","507,121"
IDN,2,"15,58","-0,2325",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4133","492,67","441,803","481,333"
IDN,1,"15,83","-0,3864",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,2706","492,166","512,669","430,169"
IDN,1,"15,25","0,185",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,7","491,658","444,626","506,264"
IDN,1,16,"-0,9677",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,179","489,955","483,885","442,547"
IDN,2,"15,92","-0,2325",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,5618","489,868","444,271","443,359"
IDN,2,"16,17","-0,7058",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4958","489,581","402,367","414,623"
IDN,2,"15,33","-0,2325",4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,5745","488,052","407,562","393,462"
IDN,2,"16,17","-0,3864",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5862","486,507","432,253","423,625"
IDN,1,"15,42","-0,0648",5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,0467","486,337","476,86","529,792"
IDN,2,"15,58","-2,3873",3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4462","485,989","439,114","476,152"
IDN,1,"15,75","-0,3864",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5129","485,807","508,883",473.NA4
IDN,1,"15,25","0,7429",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4742","485,627","460,296","476,342"
IDN,2,"15,25","0,4541",6,99,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,1381","485,561","473,346","439,194"
IDN,2,"15,67","3,2811",2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,2269","485,337","444,29","498,136"
IDN,2,"15,33","-0,3864",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8887","484,555","352,152","499,219"
IDN,1,"15,83","0,9551",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,1785","484,437","554,928","443,347"
IDN,1,16,"0,3708",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,0332","483,248","526,372","496,6"
IDN,2,"15,92","0,084",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,8508","482,182","555,316","510,93"
IDN,2,"15,92","-0,6641",0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,428","480,482","514,029","430,226"
IDN,1,"15,75","0,0626",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,-2.1NA9,"480,413","451,543","408,51"
IDN,2,"15,58","-0,3864",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4996","479,985","441,737","452,717"
IDN,1,"15,75","0,748",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,9483","479,347","527,961","520,858"
IDN,1,"15,25","-0,5348",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7057","477,874","490,029","442,672"
IDN,1,"15,33","0,7611",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-3,0547","475,968","457,772","530,374"
IDN,2,16,"-0,4866",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,34","475,126","402,76","435,916"
IDN,2,"15,58","-0,2122",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,286","474,016","436,492","448,821"
IDN,1,"15,67","-0,1306",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9648","473,491","504,482","490,601"
IDN,2,16,"0,4213",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,3561","473,312","488,391","511,008"
IDN,1,"15,25","-0,3864",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4853","473,268","471,315","533,384"
IDN,1,"15,92","-1,5303",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9196","472,956","482,921","471,207"
IDN,1,"15,83","-0,4866",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4343","472,733","391,824","350,933"
IDN,1,"15,25","0,1603",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-3,8729","472,665",344.0NA,"454,368"
IDN,1,"15,5","-0,2325",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,0769","472,358","417,298","440,117"
IDN,1,"15,42","-0,5348",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4854","471,799","505,953","458,248"
IDN,2,"16,17","-0,5348",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,7537","470,663","482,55","452,569"
IDN,1,"16,08","-0,2325",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"-4,1442","469,614","501,088","489,731"
IDN,1,"15,83","-0,3847",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5761","469,581","475,618","440,179"
IDN,1,"15,75","0,5146",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"-0,3358","467,698","409,167","402,486"
IDN,2,"15,75","-0,3864",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7458","466,736","450,63","433,536"
IDN,2,"15,58","3,2811",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,6443","466,318","435,98","453,552"
IDN,2,"15,75","-1,5614",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,2805","465,62","496,471","464,629"
IDN,1,"16,17","0,5828",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1338","465,209","347,863","430,243"
IDN,2,"15,58","0,0194",6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,2542","465,078","483,94","500,755"
IDN,1,"15,75","-0,0648",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,763","463,032","481,868","538,245"
IDN,1,"16,17","-0,6968",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,0114","462,471","441,735","476,265"
IDN,1,"15,25","3,2811",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1612","461,605","515,438","459,842"
IDN,2,"15,33","0,0093",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,2757","461,558","343,157","460,711"
IDN,1,16,"-1,4856",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,3934","461,517","421,334","422,741"
IDN,1,"15,92","-1,3364",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,5676","461,46","428,195","437,801"
IDN,1,"15,67","-0,2325",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8999","460,942","422,985","462,017"
IDN,1,"15,42","-1,2707",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,3511","460,696","473,59","399,769"
IDN,1,"16,08","-0,6656",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,3913","460,604","453,158","347,237"
IDN,2,"16,08","-0,2724",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,4505","460,176","366,365","495,039"
IDN,2,"15,5","-1,0562",4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,345","459,671","426,02","472,4"
IDN,1,"15,33",-2.6NA4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9233","459,201","465,947","508,698"
IDN,1,"15,67","-0,5727",6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,0.3NA7,"459,175","514,637","446,239"
IDN,2,"16,08","-0,743",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,2358","458,736","460,937",464.NA6
IDN,1,"15,75","-0,3864",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,5911","458,261","400,396","454,83"
IDN,1,"15,67","-1,2707",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9413","457,956","459,816","381,486"
IDN,2,"16,17","0,4541",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,3716","457,877","441,205","449,285"
IDN,2,"15,83","-0,8014",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,094","457,339","402,242","431,531"
IDN,2,"15,58","-0,6113",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0213","457,24","377,16","486,226"
IDN,1,"15,67","-0,3864",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,775","455,923","523,408","480,239"
IDN,1,"15,5","-0,5348",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9503","455,895","508,508","467,24"
IDN,2,16,"-0,8034",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8207","455,616","457,251","455,9"
IDN,1,"15,25","0,2252",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,7044","455,066","545,83","473,708"
IDN,1,"16,08","-0,3864",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,7365","454,893","383,439","424,226"
IDN,2,"15,58","0,2001",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-1,0512","454,102","482,421","469,534"
IDN,1,"15,5","0,9006",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,646","452,536","442,277","422,42"
IDN,2,16,"-0,7132",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,6473","452,204","439,229","404,15"
IDN,1,"15,25","0,808",5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,1511","451,326","611,331","571,791"
IDN,2,"15,75","-1,9153",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,7047","450,195","441,933","461,355"
IDN,1,"15,92","0,4599",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,798","449,54","453,212","404,368"
IDN,1,"15,33","0,1271",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5841","448,306","405,298","434,594"
IDN,2,"15,42","0,6206",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,6044","448,193","431,394","469,462"
IDN,2,"15,92","-1,2831",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4732","447,905","334,631","401,584"
IDN,2,"15,75","-0,3864",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"-3,3528","447,489","340,349","442,689"
IDN,2,"15,58","-0,3864",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0078","447,122","430,947","490,229"
IDN,1,"15,83","0,6019",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9417","447,08","557,586","532,94"
IDN,2,"15,25","-0,5624",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4153","446,983","380,258","436,754"
IDN,2,"16,08","0,9551",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,957","446,353","581,829","519,222"
IDN,2,"15,67","-0,2827",3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5684","446,303","422,677","484,183"
IDN,2,16,"1,2318",0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,8673","445,744","475,522","487,982"
IDN,1,"15,92",99,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,1929","444,567","526,195","438,88"
IDN,1,"15,58","0,8057",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,3144","444,509","463,994","432,758"
IDN,1,"15,5","0,0807",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,5899","444,298","492,062","487,805"
IDN,1,"15,58","-0,4478",2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,6362","443,542","515,632","461,748"
IDN,2,"15,25","0,0763",6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,5815",442.NA2,"391,491","427,04"
IDN,2,"15,58","0,0763",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0558","442,924","452,82","449,026"
IDN,2,"15,92","-0,1306",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7763","441,536","395,721","437,107"
IDN,2,"15,33","-0,6063",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,8192","441,401","317,664","370,569"
IDN,2,"15,75","-0,4486",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,5487","441,127","456,418","485,058"
IDN,2,"15,58","-1,2707",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-3,0921","440,958","372,695","460,571"
IDN,2,16,"-0,1723",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"-2,7544","439,941","468,518","441,379"
IDN,2,"15,92","-0,8034",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,7651","439,101","405,908","454,232"
IDN,2,"15,33","0,0066",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,5422","438,846","445,927","528,025"
IDN,2,"15,83","-1,7118",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,481","438,738","350,334","425,796"
IDN,2,"15,67","-0,7111",6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,2194","438,708","553,247","462,55"
IDN,2,"15,33","-1,2707",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0461","437,916",3NA.886,"451,756"
IDN,2,"15,33","0,4188",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5116","437,348","382,802","392,545"
IDN,1,"15,83","-1,3984",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7663","437,162","480,431","441,58"
IDN,2,"15,33","-1,6198",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,763","436,141","370,651","393,927"
IDN,2,"15,58","0,5785",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,1792","436,027","388,183","464,356"
IDN,1,"15,58","0,4196",5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"0,0822","435,864","376,613","430,093"
IDN,1,"15,67","-0,4866",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,8273","435,593","404,837","376,836"
IDN,2,"15,75","0,6206",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"-0,8529","435,281","508,033","461,865"
IDN,2,"15,58","-0,7111",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,7453","434,614","406,788","408,187"
IDN,2,"15,67","-0,3118",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,3668","434,552","348,354","426,153"
IDN,1,"15,42","-1,3998",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,161","434,402","446,849","406,953"
IDN,2,"15,42","-1,2565",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,2822","433,151","449,668","466,869"
IDN,1,16,"-0,3864",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0463","432,981","442,189","478,67"
IDN,1,"15,58","0,2001",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,8548","432,286","482,379","493,274"
IDN,2,"15,83","-0,7111",6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0777","432,031","442,502","450,775"
IDN,2,"16,08","0,1103",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9588","431,987","375,001","405,672"
IDN,2,"15,5","-0,6732",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,5871","431,754","416,305","428,335"
IDN,1,"15,25","0,2868",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,6183","430,648","479,531","438,811"
IDN,2,"15,67","-0,9677",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8513","430,479","430,773","391,045"
IDN,1,"15,25","-1,0765",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,8802","430,357","416,664","388,62"
IDN,1,"15,58","-3,3765",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9583","429,906","379,698","417,806"
IDN,1,"15,58","0,9034",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7423","429,452","421,746","415,98"
IDN,2,"15,75","-1,2707",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,2601","428,422","425,056","358,775"
IDN,1,"15,58","0,0785",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,2714","426,424","436,768","382,877"
IDN,2,"15,83","-0,9514",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,2078","426,276","413,1","427,156"
IDN,1,"16,17","-1,0008",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,0816","424,916","479,69","481,658"
IDN,2,16,"1,6265",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8315","424,01","387,188","448,169"
IDN,2,16,"-0,3847",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,6432","423,813","376,834","418,993"
IDN,2,"15,58","-0,2325",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"-3,1174","422,824","421,074","462,54"
IDN,1,"15,33","-0,0792",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,3563","422,738","427,958","349,144"
IDN,1,"15,42","0,0763",4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,1796","422,729","447,774","403,132"
IDN,1,"15,25","-0,3864",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,042","422,373","419,249","456,629"
IDN,2,"15,42","1,2318",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9559","422,211","402,587","457,45"
IDN,2,"15,5","-0,5348",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,1798","422,2","451,958","414,702"
IDN,1,"15,83","-0,2342",6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,0982","422,064","351,399","357,333"
IDN,2,16,"-0,6311",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,1955","421,48","467,913","419,175"
IDN,2,"15,58","-0,0249",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,9387","421,364","345,571","433,084"
IDN,2,"15,58","0,5065",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,7989","421,229","400,055","468,768"
IDN,1,"16,08","-0,2827",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,1398","421,11","352,982","415,398"
IDN,2,"15,25","0,3536",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,279","420,959","417,324","516,747"
IDN,2,"16,08","-0,1663",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,4619","420,39","511,357","498,996"
IDN,1,"15,42","-1,1902",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,9111","420,194","438,232","445,796"
IDN,1,"15,42","-1,1129",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4683",420,"405,527","482,474"
IDN,1,16,"-1,7951",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,3723","419,777","448,603","382,038"
IDN,2,"15,83","-0,4866",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,7403","419,25","401,207","440,893"
IDN,1,16,"-1,0041",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1836",418.7NA,"453,373","462,828"
IDN,2,"15,25","0,0194",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-2.NA72,"418,695","414,04","411,046"
IDN,2,"16,08","-0,3847",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,-1.60NA,"418,536","456,615","395,017"
IDN,1,"15,5","-0,3847",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,2947","418,201","366,741","399,412"
IDN,2,"15,92","0,0581",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1644","418,158","455,443","463,326"
IDN,1,"15,42","-0,6311",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8591","417,766","493,833","438,583"
IDN,2,"15,83","-1,0935",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,435","417,544","450,628","396,088"
IDN,2,"15,5","-0,3864",6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"0,4864","416,825","406,832","417,288"
IDN,2,"16,17","-2,7019",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,9331","416,64","363,156","466,25"
IDN,1,"15,5","-0,7132",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0787",416.5NA,"419,181","420,361"
IDN,1,"15,75","-0,3847",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1531","416,537","428,212","424,133"
IDN,2,"15,25","-0,1663",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,2612","416,348","395,825","399,803"
IDN,2,"15,92","-0,5444",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,7641","416,242","359,333","323,162"
IDN,2,"16,08","-0,3864",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-0,8499","415,916","393,128","384,227"
IDN,1,"15,67","-1,2707",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,0933","415,83","407,198","448,099"
IDN,1,"15,33","0,6206",4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"-0,9105","415,693","415,351","414,295"
IDN,1,"15,5","-1,1008",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"-2,9234","415,576","371,437","372,85"
IDN,2,"15,58","0,0194",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,1634","415,416","403,518","365,237"
IDN,1,"15,58","-0,3864",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,372","415,05","439,777","472,981"
IDN,2,16,"-0,6919",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,8985",414.6NA,"377,644","401,319"
IDN,2,"15,5","-0,1306",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,648","414,636","391,939","539,62"
IDN,1,16,"-0,6656",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-3,5795","414,562","409,009","451,098"
IDN,1,"16,17","0,5237",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-3.52NA,"414,162","399,89","450,842"
IDN,2,"15,67",99,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,895","413,653","442,268","424,756"
IDN,1,"15,33","0,4154",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"-1,4668","413,588","471,532","407,576"
IDN,2,"16,08","-1,4856",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"-1,5765","413,539","401,734","458,154"
IDN,1,"15,67","-0,0154",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-2,8635","413,096","413,804","402,651"
IDN,2,"15,92","-1,1069",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"-3,3268","412,494","363,728","377,192"
